Leeftijd,Marges,Perioden,Wijken.en.buurten,Regioaanduiding.Gemeentenaam..naam.,Regioaanduiding.Soort.regio..omschrijving.,Regioaanduiding.Codering..code.,Ervaren.gezondheid..goed.zeer.goed.....,Bewegen.Voldoet.aan.beweegrichtlijn....,Onder..en.overgewicht.Mate.van.overgewicht.Ernstig.overgewicht....,Roker....,Alcoholgebruik.Voldoet.aan.alcohol.richtlijn....,Alcoholgebruik.Drinker....,Alcoholgebruik.Zware.drinker....,Alcoholgebruik.Overmatige.drinker....,Lichamelijke.gezondheid.Eén.of.meer.langdurige.aandoeningen....,Psychische.klachten....,Veerkracht..Zeer..lage.veerkracht....,Hoog.risico.op.angst.of.depressie....,Eenzaamheid.Ernstig.zeer.ernstig.eenzaam....
18 jaar of ouder,Waarde,2020,Prins Alexander,Rotterdam                               ,Wijk      ,WK059914            ,    74.7,    41.6,    17.5,    18.3,    51.8,    73.6,     6.7,     5.2,    34.9,       .,       .,     7.9,    13.8
18 jaar of ouder,Waarde,2020,'s-Gravenland,Rotterdam                               ,Buurt     ,BU05991444          ,    81.6,    43.6,    14.0,    14.2,    43.8,    81.3,     7.1,     5.6,    29.9,       .,       .,     5.9,    10.3
18 jaar of ouder,Waarde,2020,Kralingseveer,Rotterdam                               ,Buurt     ,BU05991446          ,    79.2,    44.1,    17.1,    17.3,    45.4,    78.3,     7.2,     5.5,    31.1,       .,       .,     7.0,    11.5
18 jaar of ouder,Waarde,2020,Prinsenland,Rotterdam                               ,Buurt     ,BU05991448          ,    72.3,    39.5,    18.5,    18.8,    52.5,    72.6,     7.1,     5.6,    37.6,       .,       .,     8.3,    14.7
18 jaar of ouder,Waarde,2020,Het Lage Land,Rotterdam                               ,Buurt     ,BU05991449          ,    74.0,    42.0,    16.5,    19.9,    50.0,    74.4,     7.6,     5.5,    34.0,       .,       .,     8.8,    15.3
18 jaar of ouder,Waarde,2020,Ommoord,Rotterdam                               ,Buurt     ,BU05991463          ,    71.7,    39.5,    18.5,    18.3,    53.9,    71.9,     6.3,     5.3,    38.1,       .,       .,     8.0,    14.0
18 jaar of ouder,Waarde,2020,Zevenkamp,Rotterdam                               ,Buurt     ,BU05991466          ,    74.0,    42.7,    19.3,    20.7,    54.7,    70.6,     6.5,     5.0,    35.6,       .,       .,     8.9,    14.9
18 jaar of ouder,Waarde,2020,Oosterflank,Rotterdam                               ,Buurt     ,BU05991467          ,    70.5,    40.8,    19.5,    21.7,    55.8,    69.3,     7.0,     5.2,    37.4,       .,       .,     9.9,    17.2
18 jaar of ouder,Waarde,2020,Nesselande,Rotterdam                               ,Buurt     ,BU05991468          ,    84.4,    45.9,    13.3,    12.7,    47.1,    80.1,     5.8,     4.5,    27.0,       .,       .,     5.1,     9.1
18 jaar of ouder,Waarde,2020,Charlois,Rotterdam                               ,Wijk      ,WK059915            ,    72.0,    43.0,    20.8,    26.4,    58.2,    61.6,     7.3,     4.6,    32.8,       .,       .,    12.1,    19.1
18 jaar of ouder,Waarde,2020,Charlois Zuidrand,Rotterdam                               ,Buurt     ,BU05991570          ,    79.6,    43.3,    16.8,    15.8,    48.7,    78.4,     6.2,     5.6,    31.0,       .,       .,     6.8,    12.3
18 jaar of ouder,Waarde,2020,Tarwewijk,Rotterdam                               ,Buurt     ,BU05991571          ,    73.6,    45.9,    20.0,    29.2,    57.7,    60.4,     9.1,     5.2,    30.3,       .,       .,    13.1,    19.8
18 jaar of ouder,Waarde,2020,Carnisse,Rotterdam                               ,Buurt     ,BU05991572          ,    75.3,    45.9,    19.0,    29.7,    51.4,    68.4,     8.7,     5.4,    29.7,       .,       .,    11.8,    18.7
18 jaar of ouder,Waarde,2020,Zuidwijk,Rotterdam                               ,Buurt     ,BU05991573          ,    68.3,    38.8,    23.1,    25.0,    63.4,    56.4,     6.0,     4.1,    36.5,       .,       .,    12.4,    19.6
18 jaar of ouder,Waarde,2020,Oud Charlois,Rotterdam                               ,Buurt     ,BU05991574          ,    73.4,    45.4,    19.4,    25.1,    55.8,    64.2,     7.3,     4.4,    32.1,       .,       .,    11.6,    18.3
18 jaar of ouder,Waarde,2020,Wielewaal,Rotterdam                               ,Buurt     ,BU05991575          ,    62.3,    35.8,    22.9,    25.0,    57.3,    65.8,     7.0,     5.5,    45.5,       .,       .,    10.2,    18.7
18 jaar of ouder,Waarde,2020,Zuidplein,Rotterdam                               ,Buurt     ,BU05991576          ,    73.4,    39.2,    18.6,    24.1,    52.4,    67.1,     7.9,     5.9,    33.0,       .,       .,    10.1,    17.2
18 jaar of ouder,Waarde,2020,Pendrecht,Rotterdam                               ,Buurt     ,BU05991577          ,    70.0,    40.2,    22.7,    24.5,    65.3,    55.2,     5.6,     3.5,    34.1,       .,       .,    12.3,    20.4
18 jaar of ouder,Waarde,2020,Zuiderpark,Rotterdam                               ,Buurt     ,BU05991578          ,    65.1,    34.4,    21.5,    23.0,    59.4,    62.8,     7.0,     6.6,    44.1,       .,       .,    11.1,    16.6
18 jaar of ouder,Waarde,2020,Heijplaat,Rotterdam                               ,Buurt     ,BU05991593          ,    73.8,    40.9,    21.2,    21.5,    47.9,    74.8,     7.3,     4.6,    33.6,       .,       .,     8.8,    14.3
18 jaar of ouder,Waarde,2020,Hoogvliet,Rotterdam                               ,Wijk      ,WK059916            ,    73.5,    38.9,    21.5,    20.0,    55.3,    70.9,     6.0,     4.7,    35.2,       .,       .,     8.9,    14.6
18 jaar of ouder,Waarde,2020,Hoogvliet Noord,Rotterdam                               ,Buurt     ,BU05991692          ,    74.8,    40.6,    21.4,    20.3,    56.2,    69.6,     5.9,     4.3,    33.7,       .,       .,     9.5,    15.1
18 jaar of ouder,Waarde,2020,Hoogvliet Zuid,Rotterdam                               ,Buurt     ,BU05991699          ,    72.8,    37.9,    21.5,    19.8,    54.8,    71.6,     6.0,     5.0,    36.1,       .,       .,     8.5,    14.3
18 jaar of ouder,Waarde,2020,Hoek van Holland,Rotterdam                               ,Wijk      ,WK059917            ,    76.1,    47.2,    16.4,    17.6,    40.9,    81.3,     7.8,     5.9,    35.2,       .,       .,     6.2,    11.4
18 jaar of ouder,Waarde,2020,Strand en Duin,Rotterdam                               ,Buurt     ,BU05991701          ,    85.1,    52.5,    12.0,    13.6,    33.6,    88.1,     8.2,     6.0,    27.1,       .,       .,     3.6,     6.7
18 jaar of ouder,Waarde,2020,Dorp,Rotterdam                               ,Buurt     ,BU05991702          ,    73.5,    45.7,    17.6,    18.7,    42.9,    79.3,     7.7,     5.9,    37.6,       .,       .,     6.9,    12.8
18 jaar of ouder,Waarde,2020,Rijnpoort,Rotterdam                               ,Buurt     ,BU05991703          ,    81.7,    51.8,    12.5,    11.9,    37.4,    84.6,     8.0,     6.2,    26.7,       .,       .,     5.3,     7.3
18 jaar of ouder,Waarde,2020,Spaanse Polder,Rotterdam                               ,Wijk      ,WK059918            ,    78.9,    46.5,    17.6,    20.0,    45.2,    78.8,     7.4,     6.2,    32.5,       .,       .,     5.4,    12.4
18 jaar of ouder,Waarde,2020,Spaanse Polder,Rotterdam                               ,Buurt     ,BU05991853          ,    78.9,    46.5,    17.6,    20.0,    45.2,    78.8,     7.4,     6.2,    32.5,       .,       .,     5.4,    12.4
18 jaar of ouder,Waarde,2020,Nieuw Mathenesse,Rotterdam                               ,Wijk      ,WK059919            ,    87.3,    51.1,     8.8,    23.3,    41.4,    82.0,     8.6,     4.3,    17.4,       .,       .,     9.0,    18.2
18 jaar of ouder,Waarde,2020,Nieuw Mathenesse,Rotterdam                               ,Buurt     ,BU05991926          ,    87.3,    51.1,     8.8,    23.3,    41.4,    82.0,     8.6,     4.3,    17.4,       .,       .,     9.0,    18.2
18 jaar of ouder,Waarde,2020,Waalhaven-Eemhaven,Rotterdam                               ,Wijk      ,WK059921            ,    78.5,    50.7,    14.6,    30.8,    46.9,    75.3,     9.5,     5.3,    31.1,       .,       .,     9.2,    16.7
18 jaar of ouder,Waarde,2020,Waalhaven,Rotterdam                               ,Buurt     ,BU05992194          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Eemhaven,Rotterdam                               ,Buurt     ,BU05992196          ,    78.1,    51.5,    15.2,    33.4,    45.9,    73.3,     7.6,     6.1,    38.8,       .,       .,     5.7,    12.9
18 jaar of ouder,Waarde,2020,Waalhaven Zuid,Rotterdam                               ,Buurt     ,BU05992198          ,    77.0,    49.3,    15.5,    27.5,    52.0,    72.4,    11.0,     4.5,    28.0,       .,       .,    10.9,    18.3
18 jaar of ouder,Waarde,2020,Vondelingenplaat,Rotterdam                               ,Wijk      ,WK059922            ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Vondelingenplaat,Rotterdam                               ,Buurt     ,BU05992295          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Botlek-Europoort-Maasvlakte,Rotterdam                               ,Wijk      ,WK059923            ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Botlek,Rotterdam                               ,Buurt     ,BU05992306          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Europoort,Rotterdam                               ,Buurt     ,BU05992307          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Maasvlakte,Rotterdam                               ,Buurt     ,BU05992308          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Rotterdam-Noord-West,Rotterdam                               ,Wijk      ,WK059924            ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Bedrijvenpark Noord-West,Rotterdam                               ,Buurt     ,BU05992459          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Rivium,Rotterdam                               ,Wijk      ,WK059925            ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Rivium,Rotterdam                               ,Buurt     ,BU05992540          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2020,Rozenburg,Rotterdam                               ,Wijk      ,WK059927            ,    75.3,    43.6,    20.7,    18.6,    46.9,    78.0,     6.8,     5.3,    35.5,       .,       .,     7.3,    12.6
18 jaar of ouder,Waarde,2020,Rozenburg,Rotterdam                               ,Buurt     ,BU05992704          ,    75.3,    43.6,    20.7,    18.6,    46.9,    78.0,     6.8,     5.3,    35.5,       .,       .,     7.3,    12.6
18 jaar of ouder,Waarde,2020,Noordzeeweg,Rotterdam                               ,Buurt     ,BU05992705          ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
18 jaar of ouder,Waarde,2022,Nederland,Nederland                               ,Land      ,NL01                ,    69.0,    46.8,    16.5,    18.0,    43.1,    77.7,    10.4,     7.2,    33.4,    22.2,    17.3,    10.2,    14.4
18 jaar of ouder,Waarde,2022,Krimpenerwaard,Krimpenerwaard                          ,Gemeente  ,GM1931              ,    71.7,    42.2,    16.8,    15.1,    46.8,    78.3,     8.9,     6.6,    31.6,    18.6,    15.3,     8.0,    11.5
18 jaar of ouder,Waarde,2022,Wijk 00 Lekkerkerk,Krimpenerwaard                          ,Wijk      ,WK193100            ,    70.9,    40.7,    17.5,    15.2,    47.5,    78.0,     8.7,     6.6,    32.8,    18.7,    15.6,     8.0,    11.8
18 jaar of ouder,Waarde,2022,Tiendhoek,Krimpenerwaard                          ,Buurt     ,BU19310000          ,    73.3,    42.5,    16.9,    15.8,    45.0,    80.0,     9.3,     6.5,    31.1,    18.2,    14.9,     7.8,    11.2
18 jaar of ouder,Waarde,2022,Schuwacht,Krimpenerwaard                          ,Buurt     ,BU19310001          ,    76.3,    42.4,    15.2,    12.6,    42.4,    82.0,    10.2,     7.5,    29.6,    14.4,    12.3,     5.6,     8.0
18 jaar of ouder,Waarde,2022,Opperduit,Krimpenerwaard                          ,Buurt     ,BU19310002          ,    75.7,    42.2,    14.8,    12.8,    42.5,    82.3,     9.8,     7.7,    28.1,    15.4,    12.6,     5.8,     8.5
18 jaar of ouder,Waarde,2022,Tiendweg-West,Krimpenerwaard                          ,Buurt     ,BU19310003          ,    74.9,    43.6,    13.1,    13.2,    44.9,    81.1,     9.7,     7.8,    30.9,    15.8,    13.1,     6.5,     9.8
18 jaar of ouder,Waarde,2022,Lekkerkerk-Oost,Krimpenerwaard                          ,Buurt     ,BU19310004          ,    70.4,    40.6,    19.2,    16.8,    46.0,    78.9,     8.8,     6.1,    32.1,    20.0,    15.9,     9.0,    12.3
18 jaar of ouder,Waarde,2022,Prinsessenbuurt,Krimpenerwaard                          ,Buurt     ,BU19310005          ,    70.2,    40.1,    17.3,    13.6,    48.3,    77.7,     8.8,     6.7,    33.2,    18.3,    15.5,     7.7,    12.0
18 jaar of ouder,Waarde,2022,Koninginnenbuurt,Krimpenerwaard                          ,Buurt     ,BU19310006          ,    67.4,    38.6,    18.6,    15.5,    50.8,    75.2,     8.0,     6.5,    36.2,    20.1,    17.1,     8.7,    13.1
18 jaar of ouder,Waarde,2022,Wibautsraat en Lorentzweg,Krimpenerwaard                          ,Buurt     ,BU19310007          ,    64.3,    38.1,    20.5,    19.9,    54.5,    69.6,     7.9,     5.9,    35.7,    24.5,    21.0,    11.6,    16.3
18 jaar of ouder,Waarde,2022,Molenwerf en omstreken,Krimpenerwaard                          ,Buurt     ,BU19310008          ,    68.1,    37.9,    19.1,    13.5,    51.4,    74.5,     7.2,     5.9,    36.3,    17.8,    16.3,     7.2,    12.0
18 jaar of ouder,Waarde,2022,Voorstraat en Centrum,Krimpenerwaard                          ,Buurt     ,BU19310009          ,    72.8,    41.5,    15.2,    13.5,    46.6,    80.7,     8.0,     6.9,    33.4,    16.9,    13.7,     6.5,    10.8
18 jaar of ouder,Waarde,2022,Industrieterrein,Krimpenerwaard                          ,Buurt     ,BU19310010          ,    70.4,    47.3,     9.5,    12.1,    52.8,    73.8,    10.2,     7.2,    19.5,    20.0,    17.8,     4.8,     7.4
18 jaar of ouder,Waarde,2022,Verspr. huizen Lekkerkerk,Krimpenerwaard                          ,Buurt     ,BU19310011          ,    79.8,    46.9,    13.4,    11.9,    44.8,    82.1,     9.4,     7.0,    24.3,    14.2,    11.7,     5.7,     7.4
18 jaar of ouder,Waarde,2022,Wijk 01 Krimpen aan de Lek,Krimpenerwaard                          ,Wijk      ,WK193101            ,    70.5,    39.9,    17.9,    16.1,    46.9,    78.6,     8.7,     6.4,    32.9,    19.6,    16.0,     8.3,    12.3
18 jaar of ouder,Waarde,2022,Hoofdstraat,Krimpenerwaard                          ,Buurt     ,BU19310100          ,    68.4,    38.0,    18.9,    17.3,    47.5,    77.6,     8.9,     6.4,    34.5,    20.9,    17.2,     9.1,    13.2
18 jaar of ouder,Waarde,2022,Binnen Krimpen,Krimpenerwaard                          ,Buurt     ,BU19310101          ,    68.6,    39.0,    18.8,    16.5,    49.1,    76.0,     8.4,     6.1,    33.3,    20.8,    17.4,     9.1,    13.0
18 jaar of ouder,Waarde,2022,Beroepenbuurt,Krimpenerwaard                          ,Buurt     ,BU19310102          ,    70.0,    40.3,    18.8,    18.6,    46.4,    79.0,     9.4,     6.7,    32.6,    21.3,    17.3,     9.8,    13.3
18 jaar of ouder,Waarde,2022,Krimpen-Oost,Krimpenerwaard                          ,Buurt     ,BU19310103          ,    75.7,    42.1,    13.5,    11.2,    44.3,    83.5,     7.6,     6.9,    31.5,    14.6,    11.6,     4.8,     8.8
18 jaar of ouder,Waarde,2022,Zaag,Krimpenerwaard                          ,Buurt     ,BU19310104          ,    70.6,    39.3,    16.6,    15.1,    45.4,    80.4,     8.1,     7.5,    36.1,    21.7,    13.1,     7.0,    11.4
18 jaar of ouder,Waarde,2022,Tiendweg Noord,Krimpenerwaard                          ,Buurt     ,BU19310105          ,    73.0,    42.1,    17.2,    14.6,    45.4,    80.3,     8.6,     6.7,    32.3,    17.9,    14.6,     7.3,    10.8
18 jaar of ouder,Waarde,2022,Krimpen Centrum,Krimpenerwaard                          ,Buurt     ,BU19310106          ,    69.3,    38.8,    18.0,    13.1,    48.5,    78.5,     7.6,     6.3,    34.8,    16.9,    14.6,     6.4,    11.3
18 jaar of ouder,Waarde,2022,Industrieterrein Krimpen,Krimpenerwaard                          ,Buurt     ,BU19310107          ,    74.1,    45.0,    13.8,    21.4,    48.7,    78.1,     8.6,     5.4,    25.2,    26.5,    16.1,    11.5,    20.3
18 jaar of ouder,Waarde,2022,Lekdijk,Krimpenerwaard                          ,Buurt     ,BU19310108          ,    76.3,    42.6,    14.6,    15.0,    41.5,    83.2,     9.8,     7.0,    27.6,    17.4,    12.6,     6.9,     9.7
18 jaar of ouder,Waarde,2022,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard                          ,Buurt     ,BU19310109          ,    77.6,    46.4,    15.1,    13.2,    45.6,    83.1,     7.7,     5.3,    25.8,    15.2,    11.9,     6.5,     8.2
18 jaar of ouder,Waarde,2022,Wijk 02 Ouderkerk aan den IJssel,Krimpenerwaard                          ,Wijk      ,WK193102            ,    73.5,    40.7,    16.7,    14.2,    45.9,    80.2,     9.0,     6.7,    29.4,    17.1,    14.4,     6.9,    10.4
18 jaar of ouder,Waarde,2022,Ouderkerk aan den IJssel,Krimpenerwaard                          ,Buurt     ,BU19310200          ,    72.9,    40.0,    17.0,    14.0,    46.6,    79.7,     8.6,     6.5,    29.8,    17.3,    14.6,     6.9,    11.0
18 jaar of ouder,Waarde,2022,Verspr. huizen Ouderkerk Noord,Krimpenerwaard                          ,Buurt     ,BU19310208          ,    74.4,    42.2,    16.6,    15.1,    44.1,    81.7,     9.8,     7.1,    28.7,    17.0,    14.1,     7.2,     9.4
18 jaar of ouder,Waarde,2022,Verspr. huizen Ouderkerk Oost,Krimpenerwaard                          ,Buurt     ,BU19310209          ,    79.9,    44.8,    11.9,    11.0,    45.8,    81.4,    10.1,     7.5,    24.9,    14.1,    10.8,     4.6,     6.5
18 jaar of ouder,Waarde,2022,Wijk 03 Gouderak,Krimpenerwaard                          ,Wijk      ,WK193103            ,    71.6,    42.4,    17.5,    16.4,    46.9,    78.9,     8.6,     6.5,    31.5,    19.7,    16.3,     8.5,    12.2
18 jaar of ouder,Waarde,2022,Gouderak,Krimpenerwaard                          ,Buurt     ,BU19310300          ,    71.6,    42.4,    17.5,    16.4,    46.9,    78.9,     8.6,     6.5,    31.5,    19.7,    16.3,     8.5,    12.2
18 jaar of ouder,Waarde,2022,Wijk 04 Bergambacht,Krimpenerwaard                          ,Wijk      ,WK193104            ,    71.3,    42.5,    16.8,    14.7,    49.6,    76.8,     8.7,     6.4,    32.5,    18.6,    15.5,     7.9,    11.5
18 jaar of ouder,Waarde,2022,Bergambacht-Dorp,Krimpenerwaard                          ,Buurt     ,BU19310400          ,    71.6,    42.4,    14.8,    13.6,    48.1,    79.7,     8.8,     6.8,    32.9,    17.9,    14.2,     7.1,    11.2
18 jaar of ouder,Waarde,2022,Kadijk en Kadijkselaan,Krimpenerwaard                          ,Buurt     ,BU19310401          ,    79.4,    45.2,    14.8,    15.9,    44.8,    82.7,    11.6,     7.8,    24.3,    16.2,    12.5,     6.6,     8.6
18 jaar of ouder,Waarde,2022,Uitbreiding Dorp,Krimpenerwaard                          ,Buurt     ,BU19310402          ,    69.2,    42.0,    18.7,    15.9,    51.6,    74.0,     8.3,     6.1,    33.7,    20.1,    17.1,     8.9,    12.7
18 jaar of ouder,Waarde,2022,Benedenberg en Zuidbroek,Krimpenerwaard                          ,Buurt     ,BU19310403          ,    79.0,    45.3,    12.0,    10.8,    44.6,    83.5,     9.7,     7.7,    28.7,    12.9,    10.6,     4.4,     7.3
18 jaar of ouder,Waarde,2022,Tussenlanen,Krimpenerwaard                          ,Buurt     ,BU19310404          ,    79.1,    43.7,    12.6,    11.2,    45.6,    82.6,     9.2,     6.8,    25.6,    13.3,    11.1,     5.1,     7.1
18 jaar of ouder,Waarde,2022,Bovenberg westelijk van de Fransekade,Krimpenerwaard                          ,Buurt     ,BU19310409          ,    79.8,    45.0,    11.1,    11.3,    41.6,    85.7,    10.1,     7.1,    25.5,    13.3,    10.3,     5.0,     7.1
18 jaar of ouder,Waarde,2022,Wijk 05 Bergstoep,Krimpenerwaard                          ,Wijk      ,WK193105            ,    75.1,    43.2,    15.1,    13.0,    45.6,    81.0,     9.4,     6.9,    29.7,    15.6,    12.7,     6.2,     9.8
18 jaar of ouder,Waarde,2022,Bergstoep,Krimpenerwaard                          ,Buurt     ,BU19310500          ,    74.6,    43.1,    15.5,    13.4,    46.0,    80.7,     9.4,     6.8,    29.9,    16.0,    13.1,     6.4,    10.2
18 jaar of ouder,Waarde,2022,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard                          ,Buurt     ,BU19310501          ,    77.7,    42.8,    13.9,    11.8,    45.1,    82.0,     9.3,     7.6,    27.1,    14.7,    11.6,     5.9,     8.8
18 jaar of ouder,Waarde,2022,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard                          ,Buurt     ,BU19310502          ,    79.0,    47.4,    12.6,    13.9,    40.2,    84.6,    12.3,     8.1,    26.0,    15.4,    11.9,     6.3,     8.8
18 jaar of ouder,Waarde,2022,Bovenstad,Krimpenerwaard                          ,Buurt     ,BU19310503          ,    74.1,    43.4,    14.0,    11.5,    46.4,    81.2,     7.8,     6.6,    32.2,    14.4,    12.0,     5.6,     8.6
18 jaar of ouder,Waarde,2022,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard                          ,Buurt     ,BU19310504          ,    77.5,    42.5,    15.8,    12.0,    43.6,    80.5,     9.2,     6.4,    28.9,    14.3,    11.7,     5.5,     8.8
18 jaar of ouder,Waarde,2022,Wijk 06 Ammerstol,Krimpenerwaard                          ,Wijk      ,WK193106            ,    70.8,    41.6,    18.1,    16.9,    45.3,    79.4,     9.5,     7.1,    32.2,    19.3,    15.3,     8.3,    11.1
18 jaar of ouder,Waarde,2022,Ammerstol,Krimpenerwaard                          ,Buurt     ,BU19310600          ,    70.8,    41.6,    18.1,    16.9,    45.3,    79.4,     9.5,     7.1,    32.2,    19.3,    15.3,     8.3,    11.1
18 jaar of ouder,Waarde,2022,Wijk 07 Berkenwoude,Krimpenerwaard                          ,Wijk      ,WK193107            ,    76.4,    42.2,    14.5,    12.4,    49.3,    79.6,     8.5,     6.8,    28.3,    16.0,    13.3,     6.0,     8.8
18 jaar of ouder,Waarde,2022,Berkenwoude,Krimpenerwaard                          ,Buurt     ,BU19310700          ,    76.0,    42.0,    14.6,    12.6,    48.6,    80.4,     8.5,     6.9,    28.4,    16.4,    13.3,     6.2,     9.0
18 jaar of ouder,Waarde,2022,Achterbroek,Krimpenerwaard                          ,Buurt     ,BU19310701          ,    78.4,    43.2,    13.8,    11.1,    53.3,    75.2,     8.4,     6.0,    27.2,    13.9,    12.9,     4.9,     8.0
18 jaar of ouder,Waarde,2022,Wijk 08 Haastrecht,Krimpenerwaard                          ,Wijk      ,WK193108            ,    72.6,    44.4,    15.5,    14.1,    43.7,    79.9,     9.4,     7.0,    30.9,    17.3,    13.9,     7.0,    10.5
18 jaar of ouder,Waarde,2022,Haastrecht-Dorpskern,Krimpenerwaard                          ,Buurt     ,BU19310800          ,    75.4,    46.0,    14.2,    14.2,    40.6,    82.3,    10.2,     7.3,    29.7,    17.1,    12.8,     7.0,    10.1
18 jaar of ouder,Waarde,2022,Boven-Haastrecht,Krimpenerwaard                          ,Buurt     ,BU19310801          ,    80.0,    46.8,    12.5,    12.8,    37.3,    84.3,    11.8,     8.4,    23.6,    13.8,    11.4,     5.4,     7.4
18 jaar of ouder,Waarde,2022,Beneden-Haastrecht,Krimpenerwaard                          ,Buurt     ,BU19310802          ,    78.6,    50.8,    12.2,    12.0,    39.2,    85.0,     8.9,     6.4,    28.0,    15.5,    10.4,     5.4,     8.2
18 jaar of ouder,Waarde,2022,Rozendaal,Krimpenerwaard                          ,Buurt     ,BU19310803          ,    77.6,    47.2,    13.1,    15.1,    38.4,    82.6,     9.9,     7.4,    28.1,    12.9,    11.0,     4.4,     9.7
18 jaar of ouder,Waarde,2022,Stolwijkersluis (ged.),Krimpenerwaard                          ,Buurt     ,BU19310804          ,    77.6,    46.5,    14.4,    11.1,    43.3,    82.5,     8.7,     6.2,    30.6,    14.1,    12.9,     5.2,     9.6
18 jaar of ouder,Waarde,2022,Hofkamp,Krimpenerwaard                          ,Buurt     ,BU19310805          ,    71.0,    43.0,    13.3,    10.3,    50.6,    77.7,     7.5,     6.5,    33.1,    15.6,    13.3,     5.9,     9.9
18 jaar of ouder,Waarde,2022,Agterpoort,Krimpenerwaard                          ,Buurt     ,BU19310806          ,    68.3,    41.1,    17.4,    17.7,    47.2,    76.3,     9.7,     7.2,    32.9,    19.6,    16.3,     8.6,    12.6
18 jaar of ouder,Waarde,2022,Stein,Krimpenerwaard                          ,Buurt     ,BU19310807          ,    67.9,    41.4,    18.3,    14.4,    46.4,    76.3,     8.6,     6.7,    33.9,    18.5,    15.7,     7.6,    11.5
18 jaar of ouder,Waarde,2022,Verspr. huizen Haastrecht Noord,Krimpenerwaard                          ,Buurt     ,BU19310808          ,    77.7,    48.4,    12.2,    13.5,    41.1,    84.6,    10.7,     7.1,    27.1,    15.6,    10.8,     5.4,     8.8
18 jaar of ouder,Waarde,2022,Verspr. huizen Haastrecht Zuid,Krimpenerwaard                          ,Buurt     ,BU19310809          ,    80.3,    47.1,    11.1,    13.2,    39.1,    83.8,    12.8,     8.0,    25.5,    15.3,    11.7,     6.4,     8.2
18 jaar of ouder,Waarde,2022,Bergvliet,Krimpenerwaard                          ,Buurt     ,BU19310810          ,    74.1,    46.7,    15.9,    14.4,    41.3,    82.2,     9.5,     7.0,    29.9,    17.8,    13.7,     7.2,    10.6
18 jaar of ouder,Waarde,2022,Wijk 10 Stolwijk,Krimpenerwaard                          ,Wijk      ,WK193110            ,    73.6,    43.8,    15.5,    14.0,    45.3,    79.4,     9.4,     6.9,    29.6,    17.3,    14.3,     7.3,    10.1
18 jaar of ouder,Waarde,2022,Stolwijk,Krimpenerwaard                          ,Buurt     ,BU19311000          ,    71.6,    42.9,    16.7,    14.9,    45.7,    78.4,     9.2,     6.8,    30.7,    18.5,    15.4,     8.1,    11.2
18 jaar of ouder,Waarde,2022,Bovenkerk,Krimpenerwaard                          ,Buurt     ,BU19311001          ,    77.4,    47.4,    12.3,    12.6,    43.2,    81.9,     9.7,     7.3,    26.8,    15.1,    12.7,     5.7,     7.8
18 jaar of ouder,Waarde,2022,Benedenkerk,Krimpenerwaard                          ,Buurt     ,BU19311002          ,    77.6,    45.4,    13.8,    11.2,    44.3,    83.0,     9.3,     6.5,    28.4,    13.6,    10.7,     4.7,     7.5
18 jaar of ouder,Waarde,2022,Benedenheul,Krimpenerwaard                          ,Buurt     ,BU19311003          ,    80.0,    43.8,    11.8,    11.9,    45.6,    81.3,    10.9,     7.5,    25.1,    14.7,    12.1,     5.4,     8.0
18 jaar of ouder,Waarde,2022,Goudseweg,Krimpenerwaard                          ,Buurt     ,BU19311004          ,    75.3,    48.6,    10.8,     9.0,    45.9,    80.5,     8.0,     7.2,    30.1,    13.1,    11.1,     4.5,     6.5
18 jaar of ouder,Waarde,2022,Het Beijersche,Krimpenerwaard                          ,Buurt     ,BU19311005          ,    79.2,    46.3,    12.4,    11.8,    43.7,    82.4,    10.0,     7.0,    26.9,    14.1,    11.6,     5.6,     7.5
